Lp.;Nr RSPO;woj;pow;gm;Województwo;Powiat;Gmina;Typ gminy;Miejscowość;Klasa wielk.;Typ;Nazwa typu;Złożoność;Nazwa szkoły, placówki;Patron;Ulica;Nr domu;Kod poczt.;Poczta;Telefon;Fax;WWW;Publiczność;Kateg. uczniów;Spec. szkoły;Związ. organiz.;Kod org. prowadz.;Nazwa organu prowadzącego;woj. org. prow.;pow. org. prow.;gmina org. prow.;typ gminy;Kod;Nazwa organu rejestrującego;woj. org. rejesr.;pow. org. rejestr;gmina org. rejestr.;Regon;Uczniowie, wychow., słuchacze;w tym dziewczęta;w tym w oddziałach przedszk.;w tym w oddziałach innego typu;Oddziały;Nauczyciele pełnozatrudnieni;Nauczyciele niepełnozatrudnieni (stos.pracy);Nauczyciele niepełnozatrudnieni (w etatach);e-mail;Nr RSPO jednostki sprawozdawczej;Regon jednostki sprawozdawczej;Lon;Lat
17983;268762;12;61;1;WOJ. MAŁOPOLSKIE;Powiat m. Kraków;M. Kraków;M;Kraków;2;3;Szkoła podstawowa;1;"""PRYMUS"" NIEPUBLICZNA SZKOŁA PODSTAWOWA DLA DOROSŁYCH W KRAKOWIE";;ZŁOTY RÓG;30;30-095;KRAKÓW;782047236;;;2;2;100;100;31;WERNITO SP. Z O.O.;14;65;1;M;1;Gmina M. Kraków (miejska);12;61;1;3,81E+13;0;0;0;0;0;0;9;0,99;wernitospzoo@gmail.com;268762;3,81E+13;19.89504829633097;50.08153475
17984;262285;12;61;1;WOJ. MAŁOPOLSKIE;Powiat m. Kraków;M. Kraków;M;Kraków;2;3;Szkoła podstawowa;1;Atut Lider Kształcenia Szkoła Podstawowa dla Dorosłych w Krakowie;;Sławkowska;1;31-014;Kraków;123072085;;www.atutszkola.pl;2;2;100;100;29;PRIMA KR Sp. z o.o.;10;61;1;M;1;Gmina M. Kraków (miejska);12;61;1;3,68E+13;30;12;0;10;6;0;7;0,89;krakow@atutszkola.pl;262285;3,68E+13;19.9372024;50.0630895
17985;127463;12;61;1;WOJ. MAŁOPOLSKIE;Powiat m. Kraków;M. Kraków;M;Kraków;2;3;Szkoła podstawowa;1;"Chrześcijańska Szkoła Podstawowa z Oddziałami Integracyjnymi ""Emmanuel""";;Urocze;14;31-954;Kraków;123070612;;edukacjaemmanuel.org;2;1;100;100;22;Stowarzyszenie Edukacyjne Integracja;12;61;1;M;1;Gmina M. Kraków (miejska);12;61;1;3,62E+13;71;35;0;9;7;21;8;4,8;szkola@edukacjaemmanuel.org;127463;3,62E+13;20.0366667;50.0775
17986;5986;12;61;1;WOJ. MAŁOPOLSKIE;Powiat m. Kraków;M. Kraków;M;Kraków;2;3;Szkoła podstawowa;1;Katolicka Szkoła Podstawowa Montessori;brak;Pawlickiego;1;30-320;Kraków;122663648;;www.ziarnko-maku.pl;2;1;100;100;32;F. Wspierania Idei Marii Montessori Ziarnko Maku;12;61;1;M;1;Gmina M. Kraków (miejska);12;61;1;1,23E+13;165;82;8;0;9;17;21;8,33;ziarnkomaku@gmail.com;5986;1,23E+13;19.918398457675302;50.04372205
17987;263713;12;61;1;WOJ. MAŁOPOLSKIE;Powiat m. Kraków;M. Kraków;M;Kraków;2;3;Szkoła podstawowa;1;Kolegium Europejskie - Europejska Niepubliczna Szkoła Podstawowa w Krakowie z Oddziałami Dwujęzycznymi;;Metalowców;6;31-537;Kraków;786171881;;www.ke.edu.pl;2;1;100;100;31;Centrum Edukacji Międzynarodowej Sp. z o.o.;12;61;1;M;1;Gmina M. Kraków (miejska);12;61;1;3,68E+13;36;18;0;0;4;1;16;6,7;sekretariat.sp@ke.edu.pl;263713;3,68E+13;19.9503427;50.058387
17988;131802;12;61;1;WOJ. MAŁOPOLSKIE;Powiat m. Kraków;M. Kraków;M;Kraków;2;3;Szkoła podstawowa;1;Krakowska Niepubliczna Szkoła Montessori;;Na Błonie;45-45a;30-147;Kraków;730006262;;;2;1;100;100;31;M.M.Dialog;12;61;1;M;1;Gmina M. Kraków (miejska);12;61;1;3,65E+13;37;14;0;0;5;2;2;0,93;krakowskaszkolamontessori@gmail.com;131802;3,65E+13;19.8794816;50.07621
17989;127578;12;61;1;WOJ. MAŁOPOLSKIE;Powiat m. Kraków;M. Kraków;M;Kraków;2;3;Szkoła podstawowa;1;"Międzykulturowa Szkoła Podstawowa ""Otwarty Świat""";;Karmelicka;45;31-128;Kraków;126339657;126339657;worldaroundschool.edu.pl;2;1;100;100;33;J.Waligóra K.Waligóra M.Waligóra A.Kucz;12;6;7;Gm;1;Gmina M. Kraków (miejska);12;61;1;3,62E+13;74;39;0;0;7;0;64;9,53;sekretariat@pack.edu.pl;127578;3,62E+13;19.92827837704284;50.067835200000005
17990;132463;12;61;1;WOJ. MAŁOPOLSKIE;Powiat m. Kraków;M. Kraków;M;Kraków;2;3;Szkoła podstawowa;1;"Niepubliczna Chrześcijańska Szkoła Podstawowa nr2 z Oddziałami Integracyjnymi ""Uczeń""";;Miłkowskiego;9;30-349;Kraków;512086441;;www.sp2.uczen.org.pl;2;1;100;100;22;"Krakowskie Stowarzyszenie Edukacyjne ""Uczeń""";12;61;1;M;1;Gmina M. Kraków (miejska);12;61;1;3,66E+13;36;6;1;0;8;11;17;5,88;sp2@uczen.org.pl;132463;3,66E+13;19.9202904;50.0274537
17991;264587;12;61;1;WOJ. MAŁOPOLSKIE;Powiat m. Kraków;M. Kraków;M;Kraków;2;3;Szkoła podstawowa;1;"Niepubliczna Chrześcijańska Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 1 ""Uczeń""";;Armii Krajowej;4;30-150;KRAKÓW;512486815;;sp1.uczen.org.pl;2;1;100;100;22;"Krakowskie Stowarzyszenie Edukacyjne ""Uczeń""";12;61;1;M;1;Gmina M. Kraków (miejska);12;61;1;3,68E+13;72;29;4;0;10;21;14;3,78;sekretariat@uczen.org.pl;264587;3,68E+13;19.88878;50.0757524
17992;130970;12;61;1;WOJ. MAŁOPOLSKIE;Powiat m. Kraków;M. Kraków;M;Kraków;2;3;Szkoła podstawowa;1;Niepubliczna Dwujęzyczna Szkoła Podstawowa English Primary School;Albert Einstein;Podbipięty;66;31-589;Kraków;608474900;;www.eps.edu.pl;2;1;100;100;33;Justyna Pacuła;12;61;1;M;1;Gmina M. Kraków (miejska);12;61;1;3,65E+13;97;40;0;0;7;8;0;0;dyrekcja@eps.edu.pl;130970;3,65E+13;20.0262159;50.0601986
17993;262783;12;61;1;WOJ. MAŁOPOLSKIE;Powiat m. Kraków;M. Kraków;M;Kraków;2;3;Szkoła podstawowa;1;Niepubliczna Integracyjna Szkoła Podstawowa Montessori w Krakowie;Maria Montessori;Mydlnicka;5;30-120;Kraków;728993806;;www.krakowmontessori.pl;2;1;100;100;32;Casa Dei Bambini;12;61;1;M;1;Gmina M. Kraków (miejska);12;61;1;3,68E+13;41;24;19;0;3;6;5;1,41;monteszkola@gmail.com;262783;3,68E+13;19.901355334925817;50.0637989
17994;264803;12;61;1;WOJ. MAŁOPOLSKIE;Powiat m. Kraków;M. Kraków;M;Kraków;2;3;Szkoła podstawowa;1;Niepubliczna Specjalna Szkoła Podstawowa Układanka;;E. Jerzmanowskiego;37;30-836;Kraków;533420527;;;2;1;1;100;32;Fundacja Po Stronie Dziecka;12;61;1;M;2;Powiat m. Kraków (grodzki);12;61;;3,68E+13;1;0;0;0;1;0;6;1,22;szkola.ukladanka@gmail.com;264803;3,68E+13;20.0100086;50.0113876
17995;263022;12;61;1;WOJ. MAŁOPOLSKIE;Powiat m. Kraków;M. Kraków;M;Kraków;2;3;Szkoła podstawowa;1;Niepubliczna Szkoła Mistrzostwa Sportowego Marcina Gortata;Marcin Gortat;os. Kościuszkowskie;2A;31-858;Kraków;575713613;;www.smsmg.pl;2;1;100;100;31;MG 13 sp. z o.o.;10;61;1;M;1;Gmina M. Kraków (miejska);12;61;1;3,68E+13;97;33;0;53;5;0;29;8,94;sekretariatkrakow@szkolagortata.pl;263022;3,68E+13;20.017752015931187;50.084569650000006
17996;118957;12;61;1;WOJ. MAŁOPOLSKIE;Powiat m. Kraków;M. Kraków;M;Kraków;2;3;Szkoła podstawowa;1;"Niepubliczna Szkoła Podstawowa ""Open Future International School""";Leonardo da Vinci;Kwiecista;25;30-389;Kraków;501488382;123848229;www.openfuture.edu.pl;2;1;100;100;33;U. Warejko, D. Warejko, A. Tomczyk, K. Tomczyk;12;61;1;M;1;Gmina M. Kraków (miejska);12;61;1;1,23E+13;186;87;0;0;12;23;9;4,38;biuro@openfuture.edu.pl;118957;1,23E+13;19.8927051;50.0083479
17997;128735;12;61;1;WOJ. MAŁOPOLSKIE;Powiat m. Kraków;M. Kraków;M;Kraków;2;3;Szkoła podstawowa;1;"Niepubliczna Szkoła Podstawowa ""Wolna Szkoła Waldorfska""";;Zawiła;4;30-423;Kraków;884001220;;szkolawaldorfska.pl;2;1;100;100;33;Marek Sołek;12;61;1;M;1;Gmina M. Kraków (miejska);12;61;1;3,62E+13;91;46;14;0;8;6;13;7,52;sekretariat@szkolawaldorfska.pl;128735;3,62E+13;19.9216873;50.0069618
17998;122914;12;61;1;WOJ. MAŁOPOLSKIE;Powiat m. Kraków;M. Kraków;M;Kraków;2;3;Szkoła podstawowa;1;"Niepubliczna Szkoła Podstawowa ""Zaczarowana Planeta""";;Kurczaba;5;30-868;Kraków;790227953;;www.szkolazaczarowanaplaneta.pl;2;1;100;100;33;E.Dudzikowska-Machno, A.Strzelecka, M.Galica;12;61;1;M;1;Gmina M. Kraków (miejska);12;61;1;1,23E+13;49;23;10;0;8;5;11;2,74;szkolazaczarowanaplaneta@gmail.com;122914;1,23E+13;20.0045786;50.0150555
17999;16868;12;61;1;WOJ. MAŁOPOLSKIE;Powiat m. Kraków;M. Kraków;M;Kraków;2;3;Szkoła podstawowa;1;Niepubliczna Szkoła Podstawowa ASLAN;;Rzeźnicza;4;31-540;Kraków;124223068;;;2;1;100;100;29;Barbara Piwowarska, Dorota Ambroży;12;61;1;M;1;Gmina M. Kraków (miejska);12;61;1;1,23E+13;0;0;0;0;0;0;0;0;rektorat@apeiron.edu.pl;16868;1,23E+13;19.9570343;50.0567842
18000;264790;12;61;1;WOJ. MAŁOPOLSKIE;Powiat m. Kraków;M. Kraków;M;Kraków;2;3;Szkoła podstawowa;1;Niepubliczna Szkoła Podstawowa dla Dorosłych SUKCES w Krakowie;;KARMELICKA;01.mar;31-133;KRAKÓW;124221880;;WWW.SUKCESEDUKACJA.PL;2;2;100;100;33;MAŁGORZATA WYWIAŁ;12;61;1;M;1;Gmina M. Kraków (miejska);12;61;1;3,68E+13;0;0;0;0;0;0;0;0;KRAKOW@SUKCESEDUKACJA.PL;264790;3,68E+13;19.9271984;50.0688349
18001;115666;12;61;1;WOJ. MAŁOPOLSKIE;Powiat m. Kraków;M. Kraków;M;Kraków;2;3;Szkoła podstawowa;1;Niepubliczna Szkoła Podstawowa Edukacji Matematycznej ''Edu&MATH'';;Kolorowe;29;31-941;Kraków;607647799;;edu-math.pl;2;1;100;100;33;Gałuszka Jan;12;61;1;M;1;Gmina M. Kraków (miejska);12;61;1;1,23E+13;12;3;0;0;5;0;15;4,11;sekretariat@edu-math.pl;115666;1,23E+13;20.0268877;50.0742702
18002;268674;12;61;1;WOJ. MAŁOPOLSKIE;Powiat m. Kraków;M. Kraków;M;Kraków;2;3;Szkoła podstawowa;1;Niepubliczna Szkoła Podstawowa HORME im. Marii Montessori z oddziałmi integracyjnymi;Maria Montessori;Wielicka;57;30-552;Kraków;606920099;;;2;1;100;100;31;Niepubliczna Szkoła Podstawowa HORME Sp.z o.o.;12;61;1;M;1;Gmina M. Kraków (miejska);12;61;1;3,81E+13;4;1;0;0;1;1;2;0,1;diwanska@gmail.com;268674;3,81E+13;19.9737926;50.0298099
18003;131647;12;61;1;WOJ. MAŁOPOLSKIE;Powiat m. Kraków;M. Kraków;M;Kraków;2;3;Szkoła podstawowa;1;Niepubliczna Szkoła Podstawowa im. św. Joanny Molli;św. Joanna Molli;Witosa;9;30-612;Kraków;534987380;;www.szkolakrakow.pl;2;1;100;100;33;Adam Harasimowicz;12;61;1;M;1;Gmina M. Kraków (miejska);12;61;1;3,65E+13;47;26;0;0;3;6;0;0;kspmolli@gmail.com;131647;3,65E+13;19.957117557158405;50.01241645
18004;124090;12;61;1;WOJ. MAŁOPOLSKIE;Powiat m. Kraków;M. Kraków;M;Kraków;2;3;Szkoła podstawowa;1;Niepubliczna Szkoła Podstawowa Kraków Montessori School;;Skośna;47;30-383;Kraków;512259553;;www.krakowmontessorischool.pl;2;1;100;100;31;Kraków Montessori School SP. z o.o.;12;61;1;M;1;Gmina M. Kraków (miejska);12;61;1;1,23E+13;125;77;14;0;9;18;7;2,66;krakowmontessorischool@gmail.com;124090;1,23E+13;19.9017532;50.0106172
18005;263679;12;61;1;WOJ. MAŁOPOLSKIE;Powiat m. Kraków;M. Kraków;M;Kraków;2;3;Szkoła podstawowa;1;Niepubliczna Szkoła Podstawowa Logos;;Celna;9;30-507;Kraków;122611742;;www.logos-szkola.pl;2;1;100;100;33;Aldona Liburska;12;61;1;M;1;Gmina M. Kraków (miejska);12;61;1;3,68E+13;27;10;4;0;7;5;10;3,15;sekretariat.logos@gmail.com;263679;3,68E+13;19.9469747;50.0448682
18006;6079;12;61;1;WOJ. MAŁOPOLSKIE;Powiat m. Kraków;M. Kraków;M;Kraków;2;3;Szkoła podstawowa;1;Niepubliczna Szkoła Podstawowa nr 1 im. Orła Białego;;Norymberska;10C;30-376;Kraków;600466261;;nsp1.edu.pl;2;1;100;100;32;"""Mały Da Vinci""";12;61;1;M;1;Gmina M. Kraków (miejska);12;61;1;1,23E+13;59;24;4;0;7;4;10;1,9;kstartek@interia.pl;6079;1,23E+13;19.914428201078593;50.031452099999996
18007;123868;12;61;1;WOJ. MAŁOPOLSKIE;Powiat m. Kraków;M. Kraków;M;Kraków;2;3;Szkoła podstawowa;1;"Niepubliczna Szkoła Podstawowa Specjalna ""Umiem""";;os. Wysokie;7;31-819;Kraków;514032323;;http://umiem.org;2;1;1;100;22;Polskie Stowarzyszenie Terapii Behawioralnej;12;61;1;M;2;Powiat m. Kraków (grodzki);12;61;;1,23E+13;18;4;0;4;8;11;2;0,8;sekretariatnsps@umiem.org;123868;1,23E+13;20.019430296501866;50.08959745
18008;21168;12;61;1;WOJ. MAŁOPOLSKIE;Powiat m. Kraków;M. Kraków;M;Kraków;2;3;Szkoła podstawowa;1;"Niepubliczna Szkoła Podstawowa Specjalna dla Dzieci z Zaburzeniami ze Spektrum Autyzmu ""Przystanek Szkoła""";brak;Prądnicka;10;30-002;Kraków;126336000;;www.przystanek-szkola.pl;2;1;1;100;31;Małopolskie Centrum Wspierania Rozwoju MCWR Sp. z;12;61;1;M;2;Powiat m. Kraków (grodzki);12;61;;1,23E+13;49;4;0;0;19;2;43;25,33;biuro@mcwr.pl;21168;1,23E+13;19.9374494;50.0806428
18009;267793;12;61;1;WOJ. MAŁOPOLSKIE;Powiat m. Kraków;M. Kraków;M;Kraków;2;3;Szkoła podstawowa;1;"Niepubliczna Szkoła Podstawowa z oddziałami dwujęzycznymi ""Cracow International School""";;Sokołowskiego;19;31-436;Kraków;789033010;;;2;1;100;100;33;Świderski Bartosz;12;61;1;M;1;Gmina M. Kraków (miejska);12;61;1;3,81E+13;18;9;0;0;1;1;3;0,45;sekretariat@cischool.edu.pl;267793;3,81E+13;19.966075904381967;50.07784115
18010;132144;12;61;1;WOJ. MAŁOPOLSKIE;Powiat m. Kraków;M. Kraków;M;Kraków;2;3;Szkoła podstawowa;1;"Niepubliczna Szkoła Podstawowa z Oddziałami Integracyjnymi ""Emmanuel""";;UROCZE;14;31-954;KRAKÓW;123070612;;edukacjaemmanuel.org;2;1;100;100;22;STOWARZYSZENIE EDUKACYJNE INTEGRACJA;12;61;1;M;1;Gmina M. Kraków (miejska);12;61;1;3,65E+13;73;22;0;0;10;7;19;7,64;szkola@edukacjaemmanuel.org;132144;3,65E+13;20.0366667;50.0775
18011;262295;12;61;1;WOJ. MAŁOPOLSKIE;Powiat m. Kraków;M. Kraków;M;Kraków;2;3;Szkoła podstawowa;1;Niepubliczna Szkoła Podstawowa z Oddziałami Mistrzostwa Sportowego nr 2 w Krakowie;;Na Błonie;15b;30-147;Kraków;126372707;126372707;www.gms.krakow.pl;2;1;100;100;31;Małopolskie Centrum Edukacji Spółka z o.o.;12;63;1;M;1;Gmina M. Kraków (miejska);12;61;1;3,68E+13;60;0;0;22;3;3;21;2,5;kontakt@szkolysportowe.pl;262295;3,68E+13;19.88302176948175;50.077235
18012;84667;12;61;1;WOJ. MAŁOPOLSKIE;Powiat m. Kraków;M. Kraków;M;Kraków;2;3;Szkoła podstawowa;1;Niepubliczna Szkoła Podstawowa Źródełko w Krakowie;0;Kobierzyńska;201;30-382;Kraków;603800287;;szkolazrodelko.edu.pl;2;1;100;100;33;Jerzy Cierniak;12;61;1;M;1;Gmina M. Kraków (miejska);12;61;1;1,23E+13;84;34;0;0;8;6;21;7,22;szkolazrodelko@gmail.com;84667;1,23E+13;19.8982825;50.0113402
18013;131297;12;61;1;WOJ. MAŁOPOLSKIE;Powiat m. Kraków;M. Kraków;M;Kraków;2;3;Szkoła podstawowa;1;Niepubliczna Szkoła z Oddziałami Dwujęzycznymi Embassy International School;;Biernackiego;10;30-043;Kraków;786947320;;www.embassyschool.pl;2;1;100;100;31;Embassy International School Sp. z o.o.;12;61;1;M;1;Gmina M. Kraków (miejska);12;61;1;3,65E+13;63;39;8;0;9;2;17;5,19;office@embassyschool.pl;131297;3,65E+13;19.924610843993346;50.0729089
18014;81086;12;61;1;WOJ. MAŁOPOLSKIE;Powiat m. Kraków;M. Kraków;M;Kraków;2;3;Szkoła podstawowa;1;"Prywatna Szkoła Podstawowa ""Academos""";Edmund Niziurski;Karmelicka;45;31-128;Kraków;126339657;126339657;academos.krakow.pl;2;1;100;100;33;J. Waligóra K. Waligóra M. Waligóra A. Kucz;12;6;7;Gm;1;Gmina M. Kraków (miejska);12;61;1;1,23E+13;363;186;16;0;24;5;104;35,15;sekretariat@pack.edu.pl;81086;1,23E+13;19.92827837704284;50.067835200000005
18015;72190;12;61;1;WOJ. MAŁOPOLSKIE;Powiat m. Kraków;M. Kraków;M;Kraków;2;3;Szkoła podstawowa;1;"Prywatna Szkoła Podstawowa ""Edukacja XXI wieku""";;Działowskiego;67;30-399;Kraków;122620427;;www.edukacjaxxiwieku.pl;2;1;100;100;33;Małgorzata Iwaniuk;12;61;1;M;1;Gmina M. Kraków (miejska);12;61;1;1,23E+13;0;0;0;0;0;0;0;0;szkola@21edu.pl;72190;1,23E+13;19.8716004;49.9884889
18016;73869;12;61;1;WOJ. MAŁOPOLSKIE;Powiat m. Kraków;M. Kraków;M;Kraków;2;3;Szkoła podstawowa;1;"Prywatna Szkoła Podstawowa ""Scherzo""";św.Franciszek św.Dominik;Korzeniaka;14;30-298;Kraków;691216926;126238146;www.scherzo.krakow.pl;2;1;100;100;33;Ilona Preiss-Borowicz;12;61;1;M;1;Gmina M. Kraków (miejska);12;61;1;1,23E+13;104;45;0;0;8;1;24;10,65;scherzo@scherzo.krakow.pl;73869;1,23E+13;19.833734386614886;50.0715677
18017;58283;12;61;1;WOJ. MAŁOPOLSKIE;Powiat m. Kraków;M. Kraków;M;Kraków;2;3;Szkoła podstawowa;1;Prywatna Szkoła Podstawowa - SALWATOR;;Senatorska;39;30-106;Kraków;124220408;124220477;www.szkolasalwator.pl;2;1;100;100;31;Alumnus Sp z o.o.;12;61;1;M;1;Gmina M. Kraków (miejska);12;61;1;1,23E+13;270;129;0;0;15;31;17;10,28;sekretariat@szkolasalwator.pl;58283;1,23E+13;19.9187398;50.0542036
18018;266104;12;61;1;WOJ. MAŁOPOLSKIE;Powiat m. Kraków;M. Kraków;M;Kraków;2;3;Szkoła podstawowa;1;Prywatna Szkoła Podstawowa Dla Dorosłych Zaoczna;;Pszczelna;13;30-385;Kraków;506028077;;www.szkolazaoczna.edu.pl;2;2;100;100;33;Roman Galik;12;61;1;M;1;Gmina M. Kraków (miejska);12;61;1;3,69E+13;6;2;0;4;2;0;8;2,1;sekretariat@szkolazaoczna.edu.pl;266104;3,69E+13;19.9159323;50.0259995
18019;79975;12;61;1;WOJ. MAŁOPOLSKIE;Powiat m. Kraków;M. Kraków;M;Kraków;2;3;Szkoła podstawowa;1;Prywatna Szkoła Podstawowa im. Marszałka Józefa Piłsudskiego;Marszałek Józef Piłsudski;Dygasińskiego;5B;30-820;Kraków;126576619;126576619;www.mojaszkola.edu.pl;2;1;100;100;33;Erika Byszewska;12;61;1;M;1;Gmina M. Kraków (miejska);12;61;1;1,23E+13;198;91;0;0;11;6;24;10;krakowskaszkola@gmail.com;79975;1,23E+13;19.9829214;50.023117
18020;133508;12;61;1;WOJ. MAŁOPOLSKIE;Powiat m. Kraków;M. Kraków;M;Kraków;2;3;Szkoła podstawowa;1;Prywatna szkoła podstawowa im. Mikołaja Reja;Mikołaj Rej;Grodzka;60;31-044;Kraków;124230372;124230366;http://szkolyreja.pl;2;1;100;100;32;Krakowska Fundacja Edukacyjna im. J.S. Bandtkiego;12;61;1;M;1;Gmina M. Kraków (miejska);12;61;1;3,67E+13;200;112;0;53;12;11;4;2,3;biuroszkolyreja@gmail.com;133508;3,67E+13;19.9380248;50.0579994
18021;24155;12;61;1;WOJ. MAŁOPOLSKIE;Powiat m. Kraków;M. Kraków;M;Kraków;2;3;Szkoła podstawowa;1;Prywatna Szkoła Podstawowa nr 1 DONA;;Stroma;5;30-521;Kraków;126560274;;www.dona.krakow.pl;2;1;100;100;32;Fundacja Szkolna DONA;12;61;1;M;1;Gmina M. Kraków (miejska);12;61;1;1,23E+13;117;58;0;0;8;4;26;14,79;info@dona.krakow.pl;24155;1,23E+13;19.9443305;50.0417157
18022;72207;12;61;1;WOJ. MAŁOPOLSKIE;Powiat m. Kraków;M. Kraków;M;Kraków;2;3;Szkoła podstawowa;1;Prywatna Szkoła Podstawowa Nr 3;;Smoleńsk;25;31-108;Kraków;122926478;122926481;www.bisc.krakow.pl;2;1;100;100;31;British International School of Cracow Sp. z o.o.;12;61;1;M;1;Gmina M. Kraków (miejska);12;61;1;1,23E+13;46;23;0;0;8;0;39;6,22;school@bisc.krakow.pl;72207;1,23E+13;19.9291039;50.0589018
18023;29926;12;61;1;WOJ. MAŁOPOLSKIE;Powiat m. Kraków;M. Kraków;M;Kraków;2;3;Szkoła podstawowa;1;Prywatna Szkoła Podstawowa Nr 4 INSPIRACJA;;Śniadeckich;12b;31-531;Kraków;124230798;124230798;www.inspiracja.edu.pl;2;1;100;100;31;Inspiracja Sp. z o. o.;12;61;1;M;1;Gmina M. Kraków (miejska);12;61;1;1,23E+13;202;93;7;0;9;12;18;8,74;sekretariat@inspiracja.edu.pl;29926;1,23E+13;19.9541144;50.0607285
18024;133507;12;61;1;WOJ. MAŁOPOLSKIE;Powiat m. Kraków;M. Kraków;M;Kraków;2;3;Szkoła podstawowa;1;Prywatna Szkoła Podstawowa nr 5;;Sławkowska;20;31-016;Kraków;124220075;124220075;www.prywatna-szkola5.pl;2;1;100;100;33;Alicja Bednarska;12;61;1;M;1;Gmina M. Kraków (miejska);12;61;1;3,67E+13;34;13;0;14;4;22;0;0;dyrekcja@prywatna-szkola5.pl;133507;3,67E+13;19.9376988;50.0641875
18025;262244;12;61;1;WOJ. MAŁOPOLSKIE;Powiat m. Kraków;M. Kraków;M;Kraków;2;3;Szkoła podstawowa;1;Prywatna Szkoła Podstawowa Open World;;Basztowa;17;31-143;Kraków;124230016;;gim.krakow.pl;2;1;100;100;31;Open World sp.z o.o.;12;61;1;M;1;Gmina M. Kraków (miejska);12;61;1;3,68E+13;60;27;0;37;4;1;24;9,1;gimnazjum@gim.krakow.pl;262244;3,68E+13;19.940717266106198;50.06628285
18026;120461;12;61;1;WOJ. MAŁOPOLSKIE;Powiat m. Kraków;M. Kraków;M;Kraków;2;3;Szkoła podstawowa;1;Prywatna Szkoła Podstawowa w Krakowie;;Podgórki Tynieckie;106;30-398;Kraków;501956610;;www.szkola.kangur.edu.pl;2;1;100;100;31;OTE Kangur sp. z o.o.;12;61;1;M;1;Gmina M. Kraków (miejska);12;61;1;1,23E+13;70;31;0;0;5;11;7;2,25;szkola@kangur.edu.pl;120461;1,23E+13;19.840114557020996;50.011843
18027;64313;12;61;1;WOJ. MAŁOPOLSKIE;Powiat m. Kraków;M. Kraków;M;Kraków;2;3;Szkoła podstawowa;1;Prywatna Szkoła Podstawowa z Oddziałami Dwujęzycznymi nr 2 im. Noblistów Polskich;Noblistów Polskich;Kluczborska;3;31-271;Kraków;126323187;126336052;edukacja.krakow.pl;2;1;100;100;31;Edukacja Sp. z o.o.;12;61;1;M;1;Gmina M. Kraków (miejska);12;61;1;1,23E+13;136;66;13;0;9;3;32;13,9;sekretariat@edukacja.krakow.pl;64313;1,23E+13;19.9287053;50.0872779
18028;74785;12;61;1;WOJ. MAŁOPOLSKIE;Powiat m. Kraków;M. Kraków;M;Kraków;2;3;Szkoła podstawowa;1;Społeczna Szkoła Podstawowa nr 1;Józef Piłsudski;Forteczna;54;30-437;Kraków;122622094;122620103;www.zss1krakow.edu.pl;2;1;100;100;22;Towarzystwo Oświaty i Wychowania;12;61;1;M;1;Gmina M. Kraków (miejska);12;61;1;1,23E+13;167;88;0;0;10;18;15;8,3;sekretariat@zss1krakow.edu.pl;74785;1,23E+13;19.9115543;49.9995875
18029;81709;12;61;1;WOJ. MAŁOPOLSKIE;Powiat m. Kraków;M. Kraków;M;Kraków;2;3;Szkoła podstawowa;2;Społeczna Szkoła Podstawowa nr 3 STO;;os.Dywizjonu 303;nr 35-35a;31-874;Kraków;126485637;126485637;www.szkolnaprzygoda.pl;2;1;100;100;22;Samodzielne Koło Terenowe nr 37 STO;12;61;1;M;1;Gmina M. Kraków (miejska);12;61;1;1,23E+13;183;90;0;0;10;0;0;0;ssp3@poczta.onet.pl;42289;1,23E+13;;
18030;80062;12;61;1;WOJ. MAŁOPOLSKIE;Powiat m. Kraków;M. Kraków;M;Kraków;2;3;Szkoła podstawowa;2;Społeczna Szkoła Podstawowa Nr 4;Juliusz Słowacki;Stradomska;10;31-058;Kraków;124216745;124216716;www.sto64.krakow.pl;2;1;100;100;22;Społeczne Towarzystwo Oświatowe SKT Nr 64;12;61;1;M;1;Gmina M. Kraków (miejska);12;61;1;1,23E+13;386;187;0;0;21;0;0;0;sekretariat@sto64.krakow.pl;30712;1,23E+13;19.9403084;50.0531573
18031;90149;12;61;1;WOJ. MAŁOPOLSKIE;Powiat m. Kraków;M. Kraków;M;Kraków;2;3;Szkoła podstawowa;2;Społeczna Szkoła Podstawowa nr 5 Społecznego Towarzystwa Oświatowego;;Kurczaba;5;30-868;Kraków;126584472;126584472;www.szkolapodstawowa5.krakow.pl;2;1;100;100;22;Samodzielne Koło Terenowe nr 43 STO;12;61;1;M;1;Gmina M. Kraków (miejska);12;61;1;1,23E+13;137;61;13;0;9;0;0;0;szkola@gimnazjum5.krakow.pl;64305;1,23E+13;20.0045786;50.0150555
18032;75258;12;61;1;WOJ. MAŁOPOLSKIE;Powiat m. Kraków;M. Kraków;M;Kraków;2;3;Szkoła podstawowa;1;Społeczna Szkoła Podstawowa nr 7 STO;;Stanisława ze Skalbmierza;7;31-436;Kraków;124114010;124173786;www.twojaszkola.pl;2;1;100;100;22;Samodzielne Koło Terenowe nr 38 STO;12;61;1;M;1;Gmina M. Kraków (miejska);12;61;1;1,23E+13;281;125;0;0;16;42;1;0,5;sekretariat@twojaszkola.pl;75258;1,23E+13;19.967426528125714;50.0819439
